date,platform,post_type,likes,shares,comments,views,platform_encoded,post_type_encoded,year,month,day_of_week,week_of_year
12/19/2022,Facebook,video,1134,343,147,4431,2,1,2022,12,0,51
12/19/2022,Instagram,image,1992,646,102,5646,1,0,2022,12,0,51
12/19/2022,Facebook,video,1792,660,184,9614,2,1,2022,12,0,51
12/19/2022,Facebook,text,1899,436,226,5539,2,2,2022,12,0,51
12/19/2022,Facebook,text,1480,415,202,9584,2,2,2022,12,0,51
12/20/2022,Facebook,video,426,545,293,7545,2,1,2022,12,1,51
12/20/2022,Facebook,image,450,349,312,7377,2,0,2022,12,1,51
12/20/2022,Facebook,video,1190,320,319,5108,2,1,2022,12,1,51
12/20/2022,Instagram,text,1431,352,357,8955,1,2,2022,12,1,51
12/20/2022,Facebook,text,909,630,226,4484,2,2,2022,12,1,51
12/20/2022,Instagram,video,489,522,446,9614,1,1,2022,12,1,51
12/20/2022,Instagram,video,1418,678,309,4145,1,1,2022,12,1,51
12/20/2022,Instagram,video,683,370,355,9125,1,1,2022,12,1,51
12/21/2022,Facebook,image,1604,787,402,5680,2,0,2022,12,2,51
12/21/2022,Twitter,image,1873,718,356,8263,0,0,2022,12,2,51
12/21/2022,Facebook,image,806,809,461,5091,2,0,2022,12,2,51
12/21/2022,Instagram,text,1011,650,103,5860,1,2,2022,12,2,51
12/21/2022,Instagram,video,1036,783,483,7442,1,1,2022,12,2,51
12/21/2022,Instagram,video,1289,783,152,8110,1,1,2022,12,2,51
12/21/2022,Instagram,image,1323,509,208,7568,1,0,2022,12,2,51
12/22/2022,Facebook,image,1389,417,241,5477,2,0,2022,12,3,51
12/22/2022,Facebook,video,1099,715,484,4521,2,1,2022,12,3,51
12/22/2022,Instagram,text,1523,258,402,6321,1,2,2022,12,3,51
12/22/2022,Twitter,video,2087,282,338,5998,0,1,2022,12,3,51
12/22/2022,Instagram,image,2169,107,480,6470,1,0,2022,12,3,51
12/22/2022,Twitter,image,1113,193,141,6422,0,0,2022,12,3,51
12/22/2022,Instagram,text,2163,130,465,5323,1,2,2022,12,3,51
12/22/2022,Twitter,text,2146,416,208,6590,0,2,2022,12,3,51
12/23/2022,Twitter,video,1528,614,351,4858,0,1,2022,12,4,51
12/23/2022,Twitter,video,1108,221,172,9336,0,1,2022,12,4,51
12/23/2022,Twitter,video,1725,686,194,5801,0,1,2022,12,4,51
12/23/2022,Instagram,image,572,522,458,6665,1,0,2022,12,4,51
12/23/2022,Twitter,text,1343,305,266,9184,0,2,2022,12,4,51
12/23/2022,Facebook,video,464,892,457,5526,2,1,2022,12,4,51
12/23/2022,Instagram,image,2058,659,438,6003,1,0,2022,12,4,51
12/23/2022,Instagram,text,606,810,118,8113,1,2,2022,12,4,51
12/23/2022,Instagram,image,561,703,360,4874,1,0,2022,12,4,51
12/23/2022,Twitter,text,2100,290,422,4723,0,2,2022,12,4,51
12/24/2022,Instagram,image,834,177,361,6923,1,0,2022,12,5,51
12/24/2022,Twitter,image,1596,729,429,6794,0,0,2022,12,5,51
12/24/2022,Instagram,image,558,472,117,4996,1,0,2022,12,5,51
12/25/2022,Twitter,text,503,674,387,6841,0,2,2022,12,6,51
12/25/2022,Facebook,image,1541,491,388,7509,2,0,2022,12,6,51
12/25/2022,Facebook,image,2015,288,149,7264,2,0,2022,12,6,51
12/25/2022,Instagram,image,1036,277,150,9972,1,0,2022,12,6,51
12/26/2022,Facebook,image,598,590,373,4892,2,0,2022,12,0,52
12/26/2022,Instagram,text,1155,307,324,7153,1,2,2022,12,0,52
12/26/2022,Instagram,text,1454,485,428,4179,1,2,2022,12,0,52
12/26/2022,Instagram,text,1520,801,269,9595,1,2,2022,12,0,52
12/26/2022,Facebook,video,438,441,198,6517,2,1,2022,12,0,52
12/26/2022,Twitter,text,638,358,198,6623,0,2,2022,12,0,52
12/26/2022,Twitter,text,873,758,328,4757,0,2,2022,12,0,52
12/26/2022,Instagram,text,1209,129,341,4532,1,2,2022,12,0,52
12/27/2022,Twitter,video,505,381,343,7264,0,1,2022,12,1,52
12/27/2022,Twitter,image,508,857,167,7836,0,0,2022,12,1,52
12/27/2022,Instagram,video,1343,718,409,8055,1,1,2022,12,1,52
12/28/2022,Facebook,video,697,187,154,4666,2,1,2022,12,2,52
12/28/2022,Facebook,text,1183,666,358,6198,2,2,2022,12,2,52
12/28/2022,Instagram,image,822,755,388,9761,1,0,2022,12,2,52
12/28/2022,Twitter,video,720,276,410,6553,0,1,2022,12,2,52
12/28/2022,Instagram,image,1793,849,215,8348,1,0,2022,12,2,52
12/28/2022,Facebook,text,2019,763,445,9926,2,2,2022,12,2,52
12/28/2022,Facebook,image,1221,120,305,5031,2,0,2022,12,2,52
12/28/2022,Twitter,text,507,568,338,9859,0,2,2022,12,2,52
12/29/2022,Facebook,video,1485,770,323,7856,2,1,2022,12,3,52
12/29/2022,Twitter,text,461,232,211,4413,0,2,2022,12,3,52
12/30/2022,Twitter,text,1165,194,178,4193,0,2,2022,12,4,52
12/30/2022,Twitter,image,1230,715,173,5757,0,0,2022,12,4,52
12/30/2022,Instagram,text,2096,757,332,5119,1,2,2022,12,4,52
12/30/2022,Facebook,video,600,532,375,7956,2,1,2022,12,4,52
12/30/2022,Twitter,text,1613,863,366,9897,0,2,2022,12,4,52
12/31/2022,Twitter,text,764,289,346,6923,0,2,2022,12,5,52
12/31/2022,Twitter,video,459,627,295,7917,0,1,2022,12,5,52
12/31/2022,Facebook,image,1580,150,232,7671,2,0,2022,12,5,52
12/31/2022,Twitter,image,981,606,247,6328,0,0,2022,12,5,52
1/1/2023,Twitter,video,1427,669,140,4111,0,1,2023,1,6,52
1/1/2023,Instagram,image,445,360,189,4728,1,0,2023,1,6,52
1/2/2023,Facebook,image,1056,459,176,4877,2,0,2023,1,0,1
1/2/2023,Twitter,image,1077,120,447,7969,0,0,2023,1,0,1
1/2/2023,Facebook,video,523,391,357,7180,2,1,2023,1,0,1
1/2/2023,Instagram,text,1512,375,344,4555,1,2,2023,1,0,1
1/2/2023,Facebook,text,1795,512,146,7880,2,2,2023,1,0,1
1/2/2023,Facebook,image,548,437,379,8831,2,0,2023,1,0,1
1/2/2023,Facebook,video,1094,761,121,4351,2,1,2023,1,0,1
1/2/2023,Facebook,image,645,458,278,7397,2,0,2023,1,0,1
1/2/2023,Facebook,text,936,601,297,9818,2,2,2023,1,0,1
1/2/2023,Facebook,text,675,422,294,6561,2,2,2023,1,0,1
1/2/2023,Instagram,image,1121,387,493,6094,1,0,2023,1,0,1
1/3/2023,Facebook,text,493,664,256,4446,2,2,2023,1,1,1
1/3/2023,Facebook,image,879,713,357,7867,2,0,2023,1,1,1
1/3/2023,Twitter,image,2114,225,474,4883,0,0,2023,1,1,1
1/3/2023,Twitter,image,1376,540,482,9878,0,0,2023,1,1,1
1/3/2023,Instagram,image,1873,143,140,5396,1,0,2023,1,1,1
1/3/2023,Facebook,video,891,280,163,7037,2,1,2023,1,1,1
1/3/2023,Twitter,image,1835,304,394,4541,0,0,2023,1,1,1
1/3/2023,Instagram,text,2160,886,382,6316,1,2,2023,1,1,1
1/4/2023,Facebook,text,1399,758,412,8524,2,2,2023,1,2,1
1/4/2023,Twitter,image,1294,349,278,6485,0,0,2023,1,2,1
1/4/2023,Facebook,text,1928,823,307,5465,2,2,2023,1,2,1
1/4/2023,Instagram,video,854,426,270,6019,1,1,2023,1,2,1
1/5/2023,Twitter,image,1379,217,132,8472,0,0,2023,1,3,1
1/5/2023,Instagram,video,1159,865,113,9730,1,1,2023,1,3,1
1/5/2023,Facebook,video,1308,403,499,7651,2,1,2023,1,3,1
1/5/2023,Twitter,video,464,424,441,9441,0,1,2023,1,3,1
1/5/2023,Twitter,video,1897,358,387,7407,0,1,2023,1,3,1
1/6/2023,Facebook,image,1904,481,475,7543,2,0,2023,1,4,1
1/7/2023,Facebook,video,695,153,237,7240,2,1,2023,1,5,1
1/7/2023,Instagram,video,1933,419,214,9778,1,1,2023,1,5,1
1/7/2023,Twitter,text,1775,251,118,5241,0,2,2023,1,5,1
1/7/2023,Twitter,video,1800,893,408,6408,0,1,2023,1,5,1
1/7/2023,Facebook,video,1908,641,212,9314,2,1,2023,1,5,1
1/7/2023,Instagram,image,1749,653,259,4388,1,0,2023,1,5,1
1/7/2023,Instagram,image,2112,259,362,6073,1,0,2023,1,5,1
1/7/2023,Facebook,video,884,373,466,5995,2,1,2023,1,5,1
1/7/2023,Twitter,video,648,664,434,4098,0,1,2023,1,5,1
1/7/2023,Instagram,image,689,123,191,5503,1,0,2023,1,5,1
1/7/2023,Twitter,video,1037,144,332,9137,0,1,2023,1,5,1
1/7/2023,Twitter,image,892,880,215,4955,0,0,2023,1,5,1
1/8/2023,Twitter,image,1066,284,315,4843,0,0,2023,1,6,1
1/8/2023,Facebook,image,441,198,152,9682,2,0,2023,1,6,1
1/8/2023,Facebook,video,1505,360,384,9624,2,1,2023,1,6,1
1/8/2023,Facebook,video,682,859,327,7050,2,1,2023,1,6,1
1/9/2023,Twitter,text,1802,256,155,7147,0,2,2023,1,0,2
1/9/2023,Twitter,video,1196,267,439,8444,0,1,2023,1,0,2
1/9/2023,Twitter,text,1746,464,356,6985.5,0,2,2023,1,0,2
1/9/2023,Twitter,image,648,759,300,9726,0,0,2023,1,0,2
1/9/2023,Facebook,image,1064,545,262,8977,2,0,2023,1,0,2
1/10/2023,Facebook,video,1573,841,337,9001,2,1,2023,1,1,2
1/10/2023,Twitter,text,1985,561,351,6752,0,2,2023,1,1,2
1/10/2023,Instagram,image,1961,514,170,5459,1,0,2023,1,1,2
1/10/2023,Twitter,video,528,625,266,8356,0,1,2023,1,1,2
1/10/2023,Twitter,image,809,645,491,5626,0,0,2023,1,1,2
1/11/2023,Instagram,video,1233,307,254,4479,1,1,2023,1,2,2
1/11/2023,Twitter,image,2041,197,364,4077,0,0,2023,1,2,2
1/12/2023,Instagram,image,577,636,477,6012,1,0,2023,1,3,2
1/12/2023,Twitter,text,1006,471,153,5020,0,2,2023,1,3,2
1/12/2023,Twitter,video,531,273,317,9390,0,1,2023,1,3,2
1/13/2023,Facebook,video,1327,623,286,8154,2,1,2023,1,4,2
1/13/2023,Facebook,video,1096,479,442,8814,2,1,2023,1,4,2
1/13/2023,Twitter,video,780,101,314,7924,0,1,2023,1,4,2
1/13/2023,Facebook,text,2129,122,151,7305,2,2,2023,1,4,2
1/13/2023,Facebook,image,686,785,135,6782,2,0,2023,1,4,2
1/13/2023,Instagram,image,1291,183,279,8840,1,0,2023,1,4,2
1/13/2023,Twitter,text,994,550,332,9520,0,2,2023,1,4,2
1/14/2023,Twitter,video,1400,456,320,7624,0,1,2023,1,5,2
1/14/2023,Twitter,video,548,601,425,8632,0,1,2023,1,5,2
1/14/2023,Facebook,video,558,179,176,6453,2,1,2023,1,5,2
1/15/2023,Facebook,text,1500,510,358,5540,2,2,2023,1,6,2
1/15/2023,Twitter,video,1251,260,322,9724,0,1,2023,1,6,2
1/15/2023,Twitter,image,1614,607,125,7262,0,0,2023,1,6,2
1/15/2023,Facebook,image,766,853,392,5687,2,0,2023,1,6,2
1/15/2023,Instagram,text,1090,584,176,8994,1,2,2023,1,6,2
1/15/2023,Facebook,video,2039,523,371,4780,2,1,2023,1,6,2
1/15/2023,Instagram,image,1969,184,260,8248,1,0,2023,1,6,2
1/16/2023,Facebook,video,2194,591,118,9601,2,1,2023,1,0,3
1/17/2023,Facebook,text,1132,136,497,9185,2,2,2023,1,1,3
1/17/2023,Instagram,video,823,449,480,9916,1,1,2023,1,1,3
1/17/2023,Facebook,video,1092,768,133,8192,2,1,2023,1,1,3
1/17/2023,Instagram,video,1012,405,306,8323,1,1,2023,1,1,3
1/17/2023,Facebook,video,2153,649,447,6425,2,1,2023,1,1,3
1/17/2023,Instagram,video,544,109,268,8871,1,1,2023,1,1,3
1/18/2023,Twitter,image,1153,279,108,6087,0,0,2023,1,2,3
1/18/2023,Twitter,text,429,801,331,8081,0,2,2023,1,2,3
1/18/2023,Instagram,text,550,520,256,7993,1,2,2023,1,2,3
1/18/2023,Twitter,image,731,154,376,9520,0,0,2023,1,2,3
1/18/2023,Twitter,image,490,219,432,6694,0,0,2023,1,2,3
1/18/2023,Twitter,text,1660,222,439,8164,0,2,2023,1,2,3
1/18/2023,Instagram,text,1862,803,224,8919,1,2,2023,1,2,3
1/18/2023,Instagram,text,1270,119,281,4046,1,2,2023,1,2,3
1/18/2023,Twitter,text,857,191,254,8912,0,2,2023,1,2,3
1/19/2023,Twitter,image,497,602,408,6985.5,0,0,2023,1,3,3
1/19/2023,Instagram,text,846,811,303,7336,1,2,2023,1,3,3
1/19/2023,Instagram,image,1615,269,415,4951,1,0,2023,1,3,3
1/19/2023,Facebook,image,1783,673,343,9623,2,0,2023,1,3,3
1/19/2023,Twitter,text,542,729,495,9723,0,2,2023,1,3,3
1/19/2023,Facebook,text,809,721,452,6205,2,2,2023,1,3,3
1/19/2023,Instagram,video,1471,292,147,9536,1,1,2023,1,3,3
1/19/2023,Facebook,video,1179,784,298,5535,2,1,2023,1,3,3
1/19/2023,Facebook,video,977,325,310,8695,2,1,2023,1,3,3
1/19/2023,Instagram,video,824,346,448,9806,1,1,2023,1,3,3
1/20/2023,Twitter,video,2008,793,141,6896,0,1,2023,1,4,3
1/20/2023,Twitter,image,1860,487,365,4725,0,0,2023,1,4,3
1/20/2023,Instagram,text,2174,816,318,5403,1,2,2023,1,4,3
1/21/2023,Twitter,text,1622,647,139,8372,0,2,2023,1,5,3
1/21/2023,Instagram,image,487,326,450,6937,1,0,2023,1,5,3
1/21/2023,Facebook,image,1296,110,483,4038,2,0,2023,1,5,3
1/21/2023,Facebook,text,624,466,340,8152,2,2,2023,1,5,3
1/21/2023,Instagram,text,1551,413,141,4074,1,2,2023,1,5,3
1/22/2023,Twitter,image,446,582,119,6292,0,0,2023,1,6,3
1/22/2023,Facebook,text,2162,801,449,9510,2,2,2023,1,6,3
1/22/2023,Instagram,image,1006,415,428,6258,1,0,2023,1,6,3
1/22/2023,Facebook,video,1931,165,360,9627,2,1,2023,1,6,3
1/22/2023,Instagram,video,528,860,192,6298,1,1,2023,1,6,3
1/22/2023,Twitter,image,1444,674,397,8964,0,0,2023,1,6,3
1/23/2023,Twitter,image,1387,746,160,7117,0,0,2023,1,0,4
1/23/2023,Facebook,text,2041,504,480,7333,2,2,2023,1,0,4
1/23/2023,Facebook,text,1751,473,181,4398,2,2,2023,1,0,4
1/23/2023,Instagram,text,2063,890,189,8712,1,2,2023,1,0,4
1/23/2023,Facebook,text,672,705,301,4911,2,2,2023,1,0,4
1/23/2023,Facebook,text,419,263,185,6742,2,2,2023,1,0,4
1/23/2023,Instagram,video,1339,487,123,7665,1,1,2023,1,0,4
1/23/2023,Twitter,image,1615,726,471,8539,0,0,2023,1,0,4
1/23/2023,Twitter,text,1652,270,203,5609,0,2,2023,1,0,4
1/24/2023,Twitter,text,894,262,203,9986,0,2,2023,1,1,4
1/24/2023,Twitter,video,1307,300,206,8704,0,1,2023,1,1,4
1/24/2023,Facebook,text,657,603,439,5912,2,2,2023,1,1,4
1/24/2023,Instagram,image,416,331,156,6552,1,0,2023,1,1,4
1/25/2023,Twitter,video,840,501,345,9586,0,1,2023,1,2,4
1/25/2023,Facebook,image,1827,583,320,8949,2,0,2023,1,2,4
1/25/2023,Facebook,image,1014,359,441,4815,2,0,2023,1,2,4
1/25/2023,Instagram,video,1951,486,399,4482,1,1,2023,1,2,4
1/25/2023,Instagram,video,886,464,426,4261,1,1,2023,1,2,4
1/25/2023,Twitter,image,1628,763,337,7413,0,0,2023,1,2,4
1/26/2023,Twitter,video,573,147,114,4462,0,1,2023,1,3,4
1/26/2023,Facebook,video,1610,129,479,8445,2,1,2023,1,3,4
1/27/2023,Facebook,image,1264,350,377,5420,2,0,2023,1,4,4
1/27/2023,Instagram,text,2091,783,175,6845,1,2,2023,1,4,4
1/27/2023,Facebook,image,419,137,182,7037,2,0,2023,1,4,4
1/27/2023,Facebook,image,2099,360,466,4176,2,0,2023,1,4,4
1/27/2023,Instagram,image,1325,203,279,4188,1,0,2023,1,4,4
1/27/2023,Facebook,text,1627,541,484,6911,2,2,2023,1,4,4
1/27/2023,Instagram,text,1161,514,471,8824,1,2,2023,1,4,4
1/28/2023,Facebook,text,1249,140,489,6360,2,2,2023,1,5,4
1/28/2023,Twitter,text,811,344,331,4043,0,2,2023,1,5,4
1/28/2023,Twitter,text,1612,269,115,5248,0,2,2023,1,5,4
1/28/2023,Twitter,image,1379,271,299,5552,0,0,2023,1,5,4
1/29/2023,Instagram,image,588,507,436,4252,1,0,2023,1,6,4
1/29/2023,Facebook,video,863,862,379,8686,2,1,2023,1,6,4
1/29/2023,Facebook,text,802,417,283,4389,2,2,2023,1,6,4
1/29/2023,Facebook,text,2017,851,350,6248,2,2,2023,1,6,4
1/29/2023,Twitter,text,1735,147,415,9288,0,2,2023,1,6,4
1/29/2023,Facebook,video,824,411,496,6576,2,1,2023,1,6,4
1/29/2023,Facebook,video,483,829,357,9193,2,1,2023,1,6,4
1/29/2023,Facebook,text,2005,631,227,8819,2,2,2023,1,6,4
1/29/2023,Twitter,video,828,126,375,9090,0,1,2023,1,6,4
1/29/2023,Instagram,video,1169,196,116,9728,1,1,2023,1,6,4
1/29/2023,Twitter,video,1124,497,281,7689,0,1,2023,1,6,4
1/30/2023,Instagram,image,1233,372,116,8283,1,0,2023,1,0,5
1/30/2023,Twitter,text,1230,577,106,4795,0,2,2023,1,0,5
1/30/2023,Instagram,image,2180,819,210,9989,1,0,2023,1,0,5
1/31/2023,Twitter,video,1838,377,321,6890,0,1,2023,1,1,5
1/31/2023,Facebook,video,747,595,140,6843,2,1,2023,1,1,5
1/31/2023,Facebook,image,424,558,342,4642,2,0,2023,1,1,5
2/1/2023,Facebook,text,819,576,356,8995,2,2,2023,2,2,5
2/1/2023,Twitter,text,867,447,246,4360,0,2,2023,2,2,5
2/1/2023,Instagram,text,1128,737,104,6014,1,2,2023,2,2,5
2/1/2023,Instagram,video,1895,565,430,9067,1,1,2023,2,2,5
2/1/2023,Facebook,image,1077,844,334,4783,2,0,2023,2,2,5
2/1/2023,Instagram,video,713,444,469,8322,1,1,2023,2,2,5
2/1/2023,Twitter,image,625,490,390,7689,0,0,2023,2,2,5
2/2/2023,Facebook,text,1004,594,180,9779,2,2,2023,2,3,5
2/2/2023,Twitter,image,1216,159,264,7518,0,0,2023,2,3,5
2/2/2023,Facebook,image,1918,447,451,9848,2,0,2023,2,3,5
2/3/2023,Twitter,video,658,477,259,5505,0,1,2023,2,4,5
2/3/2023,Instagram,text,1971,385,328,8542,1,2,2023,2,4,5
2/3/2023,Facebook,video,1296,115,226,8128,2,1,2023,2,4,5
2/3/2023,Instagram,video,1563,288,484,8212,1,1,2023,2,4,5
2/3/2023,Facebook,video,677,381,239,5778,2,1,2023,2,4,5
2/3/2023,Instagram,text,836,893,443,5802,1,2,2023,2,4,5
2/3/2023,Twitter,image,984,155,245,9683,0,0,2023,2,4,5
2/4/2023,Instagram,image,1295,492,327,6011,1,0,2023,2,5,5
2/4/2023,Twitter,text,672,406,105,8904,0,2,2023,2,5,5
2/4/2023,Facebook,video,1426,380,430,8287,2,1,2023,2,5,5
2/4/2023,Instagram,image,848,610,451,8119,1,0,2023,2,5,5
2/5/2023,Twitter,video,1363,334,153,7251,0,1,2023,2,6,5
2/5/2023,Instagram,video,2025,319,437,7982,1,1,2023,2,6,5
2/5/2023,Facebook,image,1930,429,458,9362,2,0,2023,2,6,5
2/5/2023,Facebook,text,2126,299,499,5889,2,2,2023,2,6,5
2/5/2023,Twitter,video,1993,867,243,4837,0,1,2023,2,6,5
2/6/2023,Instagram,image,1731,676,298,4570,1,0,2023,2,0,6
2/6/2023,Facebook,video,2078,735,132,8008,2,1,2023,2,0,6
2/6/2023,Facebook,text,2053,629,415,6741,2,2,2023,2,0,6
2/6/2023,Twitter,text,1294,199,329,4938,0,2,2023,2,0,6
2/7/2023,Facebook,text,2131,674,400,8312,2,2,2023,2,1,6
2/7/2023,Twitter,image,1591,111,188,5101,0,0,2023,2,1,6
2/7/2023,Instagram,text,1389,565,296,6916,1,2,2023,2,1,6
2/7/2023,Facebook,image,2161,234,283,9270,2,0,2023,2,1,6
2/7/2023,Twitter,image,1436,441,477,4574,0,0,2023,2,1,6
2/7/2023,Facebook,video,1560,205,221,4547,2,1,2023,2,1,6
2/7/2023,Instagram,image,1517,540,486,9797,1,0,2023,2,1,6
2/7/2023,Twitter,image,713,433,491,4144,0,0,2023,2,1,6
2/7/2023,Twitter,video,1324,530,257,9031,0,1,2023,2,1,6
2/8/2023,Instagram,image,434,159,333,8231,1,0,2023,2,2,6
2/8/2023,Instagram,video,1405,202,252,4987,1,1,2023,2,2,6
2/8/2023,Instagram,video,1893,492,339,9174,1,1,2023,2,2,6
2/8/2023,Facebook,video,1954,542,418,5683,2,1,2023,2,2,6
2/9/2023,Twitter,text,634,860,405,6299,0,2,2023,2,3,6
2/9/2023,Facebook,image,488,685,393,4058,2,0,2023,2,3,6
2/9/2023,Twitter,video,920,679,291,7862,0,1,2023,2,3,6
2/9/2023,Facebook,image,1250,361,105,9374,2,0,2023,2,3,6
2/9/2023,Facebook,image,700,685,160,6439,2,0,2023,2,3,6
2/9/2023,Twitter,image,1276,306,376,4399,0,0,2023,2,3,6
2/10/2023,Twitter,image,1121,332,407,6550,0,0,2023,2,4,6
2/10/2023,Twitter,video,975,460,327,8181,0,1,2023,2,4,6
2/10/2023,Twitter,text,1233,867,486,7925,0,2,2023,2,4,6
2/10/2023,Facebook,image,515,375,484,4934,2,0,2023,2,4,6
2/11/2023,Twitter,video,1479,206,239,6330,0,1,2023,2,5,6
2/11/2023,Instagram,image,828,741,279,8134,1,0,2023,2,5,6
2/12/2023,Instagram,video,1396,876,356,8168,1,1,2023,2,6,6
2/12/2023,Twitter,video,542,479,356,6633,0,1,2023,2,6,6
2/12/2023,Facebook,image,1152,491,446,4300,2,0,2023,2,6,6
2/12/2023,Twitter,image,564,388,462,5589,0,0,2023,2,6,6
2/12/2023,Twitter,video,845,589,397,6324,0,1,2023,2,6,6
2/13/2023,Instagram,video,1299,459,289,7951,1,1,2023,2,0,7
2/13/2023,Facebook,text,1007,568,104,9269,2,2,2023,2,0,7
2/13/2023,Facebook,text,852,771,114,8814,2,2,2023,2,0,7
2/13/2023,Twitter,image,1435,414,446,5657,0,0,2023,2,0,7
2/13/2023,Facebook,video,1845,829,297,4179,2,1,2023,2,0,7
2/13/2023,Twitter,image,1429,355,152,5902,0,0,2023,2,0,7
2/13/2023,Instagram,video,1650,601,206,4784,1,1,2023,2,0,7
2/13/2023,Facebook,image,2098,739,277,8474,2,0,2023,2,0,7
2/13/2023,Facebook,text,1814,327,476,7160,2,2,2023,2,0,7
2/13/2023,Twitter,image,683,304,495,8955,0,0,2023,2,0,7
2/13/2023,Facebook,image,1979,143,183,9998,2,0,2023,2,0,7
2/13/2023,Facebook,image,1335,339,146,4965,2,0,2023,2,0,7
2/14/2023,Instagram,image,1063,438,121,6348,1,0,2023,2,1,7
2/14/2023,Instagram,image,1334,451,152,5642,1,0,2023,2,1,7
2/14/2023,Twitter,text,643,190,391,4446,0,2,2023,2,1,7
2/14/2023,Instagram,text,2196,575,370,6150,1,2,2023,2,1,7
2/14/2023,Instagram,video,885,531,155,5648,1,1,2023,2,1,7
2/15/2023,Twitter,image,1934,352,489,7446,0,0,2023,2,2,7
2/15/2023,Instagram,image,804,818,245,6600,1,0,2023,2,2,7
2/15/2023,Instagram,image,1567,875,459,4768,1,0,2023,2,2,7
2/15/2023,Twitter,video,1401,466,355,7840,0,1,2023,2,2,7
2/16/2023,Twitter,image,2018,127,254,6328,0,0,2023,2,3,7
2/16/2023,Instagram,text,640,559,302,7495,1,2,2023,2,3,7
2/16/2023,Twitter,text,1148,186,366,4182,0,2,2023,2,3,7
2/16/2023,Facebook,image,1130,218,372,9512,2,0,2023,2,3,7
2/16/2023,Instagram,image,1644,100,289,8326,1,0,2023,2,3,7
2/16/2023,Twitter,video,1722,278,227,6847,0,1,2023,2,3,7
2/16/2023,Twitter,video,721,276,175,5225,0,1,2023,2,3,7
2/16/2023,Facebook,image,1558,871,377,9703,2,0,2023,2,3,7
2/16/2023,Facebook,text,909,900,364,4319,2,2,2023,2,3,7
2/16/2023,Facebook,video,1528,443,318,9042,2,1,2023,2,3,7
2/17/2023,Facebook,text,1433,478,343,5355,2,2,2023,2,4,7
2/17/2023,Twitter,text,1774,202,182,6604,0,2,2023,2,4,7
2/17/2023,Instagram,video,1594,135,271,6669,1,1,2023,2,4,7
2/18/2023,Twitter,image,661,487,224,7764,0,0,2023,2,5,7
2/18/2023,Facebook,video,1007,638,318,4415,2,1,2023,2,5,7
2/18/2023,Instagram,text,2090,279,172,8290,1,2,2023,2,5,7
2/18/2023,Instagram,image,1717,213,237,7745,1,0,2023,2,5,7
2/18/2023,Facebook,text,2053,873,352,4961,2,2,2023,2,5,7
2/18/2023,Facebook,image,1631,679,235,8222,2,0,2023,2,5,7
2/19/2023,Facebook,video,1546,827,205,9057,2,1,2023,2,6,7
2/19/2023,Twitter,video,1295,158,467,8487,0,1,2023,2,6,7
2/19/2023,Facebook,video,2193,429,265,4487,2,1,2023,2,6,7
2/20/2023,Twitter,video,1965,843,365,8952,0,1,2023,2,0,8
2/20/2023,Instagram,image,1150,508,365,7227,1,0,2023,2,0,8
2/20/2023,Twitter,video,687,442,177,9119,0,1,2023,2,0,8
2/20/2023,Instagram,text,2175,225,237,8741,1,2,2023,2,0,8
2/20/2023,Twitter,video,1274,583,455,9624,0,1,2023,2,0,8
2/20/2023,Facebook,image,1791,656,112,5619,2,0,2023,2,0,8
2/20/2023,Instagram,video,876,509,312,5921,1,1,2023,2,0,8
2/21/2023,Instagram,text,1324,507,372,6924,1,2,2023,2,1,8
2/21/2023,Twitter,text,565,824,422,9195,0,2,2023,2,1,8
2/21/2023,Instagram,text,1066,481,157,4423,1,2,2023,2,1,8
2/21/2023,Facebook,image,1178,441,384,5487,2,0,2023,2,1,8
2/22/2023,Facebook,image,1042,595,181,6297,2,0,2023,2,2,8
2/22/2023,Facebook,video,1081,174,116,6393,2,1,2023,2,2,8
2/22/2023,Instagram,image,452,556,153,6612,1,0,2023,2,2,8
2/22/2023,Facebook,text,717,632,405,6672,2,2,2023,2,2,8
2/22/2023,Twitter,video,1294,298,149,7360,0,1,2023,2,2,8
2/22/2023,Instagram,image,1444,335,133,5885,1,0,2023,2,2,8
2/22/2023,Instagram,video,709,323,286,5098,1,1,2023,2,2,8
2/22/2023,Facebook,video,531,490,438,6842,2,1,2023,2,2,8
2/22/2023,Facebook,image,1207,305,113,4592,2,0,2023,2,2,8
2/23/2023,Facebook,text,2178,286,264,5746,2,2,2023,2,3,8
2/23/2023,Twitter,image,1164,466,139,7318,0,0,2023,2,3,8
2/23/2023,Facebook,video,1364,502,178,6134,2,1,2023,2,3,8
2/23/2023,Facebook,video,1001,719,398,4177,2,1,2023,2,3,8
2/23/2023,Twitter,text,685,335,148,9007,0,2,2023,2,3,8
2/23/2023,Twitter,image,944,610,146,5554,0,0,2023,2,3,8
2/24/2023,Instagram,video,1688,732,499,9217,1,1,2023,2,4,8
2/24/2023,Twitter,video,906,138,424,7116,0,1,2023,2,4,8
2/24/2023,Instagram,video,1112,720,321,8797,1,1,2023,2,4,8
2/24/2023,Twitter,image,2158,264,107,9567,0,0,2023,2,4,8
2/24/2023,Facebook,text,1110,892,463,7633,2,2,2023,2,4,8
2/25/2023,Instagram,video,400,565,353,9100,1,1,2023,2,5,8
2/25/2023,Instagram,image,1738,561,181,4213,1,0,2023,2,5,8
2/25/2023,Instagram,video,1815,377,269,6280,1,1,2023,2,5,8
